Number,StreetAddress,City,State,StateFull,TelephoneNumber,TropicalZodiac,CCNumber,FulColor,Occupation,Company,Centimeters,Kilograms
197,2907 Aviation Way,Los Angeles,CA,California,213-892-5930,Cancer,5.21325E+15,white,Family child care provider,First Rate Choice,164,69.8
198,3374 Formula Lane,Dallas,TX,Texas,469-525-8258,Virgo,4916606810044122,white,Truck driver,Mikrotechnic,167,79.2
199,1793 Late Avenue,Clinton,OK,Oklahoma,580-787-2845,Cancer,5227581448539168,black,Correspondence clerk,Realty Depot,183,81
200,1655 Camden Place,Conway,SC,South Carolina,843-877-1766,Capricorn,4539059334133178,black,Mail handler,Kent's,156,93.5
201,291 Gladwell Street,Memphis,TN,Tennessee,901-949-3748,Sagittarius,4.53224E+15,black,Bench carpenter,Kiddie City,161,49.2
202,4222 Pinnickinick Street,Vancouver,WA,Washington,360-735-9933,Scorpio,5.14403E+15,white,Orthopedic nurse,Official All Star Café,167,59.9
203,2395 Edgewood Avenue,Fresno,CA,California,559-249-2479,Aries,4916409046995914,black,Electronic home entertainment equipment installer,L.L. Berger,174,80.2
204,61 Quiet Valley Lane,Agoura,CA,California,818-879-9397,Aries,4556943262436091,black,Training director,Network Air,183,99.6
205,3882 Green Hill Road,Fort Smith,AR,Arkansas,479-256-9538,Taurus,4.53248E+15,black,Public safety dispatcher,Erb Lumber,180,67
206,1768 Ventura Drive,Santa Cruz,CA,California,831-464-7561,Gemini,5224263795772675,dark skinned,Information architect librarian,Whitlocks Auto Supply,181,64.5
207,1936 D Street,Detroit,MI,Michigan,586-360-8607,Scorpio,4556160425057942,black,Geophysicist,Monk House Maker,184,62.4
208,1094 Angus Road,New York,NY,New York,212-458-4452,Libra,5526554676684152,white,Oral hygienist,Good Guys,155,73.2
209,628 Reppert Coal Road,Southfield,MI,Michigan,586-935-0115,Aries,4716562517656266,white,Weather forecaster,Polk Brothers,157,61.6
210,2337 Elk City Road,Indianapolis,IN,Indiana,317-917-3021,Leo,4929494080479871,dark skinned,Applications programmer,Warner Brothers Studio Store,168,54.5
211,949 Calvin Street,Bel Air,MD,Maryland,443-374-8141,Gemini,4539038815609617,white,Technical communications specialist,Sportswest,168,96.2
212,306 Diamond Street,Asheville,NC,North Carolina,828-489-7151,Capricorn,4.92918E+15,black,Fitness director,Envirotecture Design Service,168,82.4
213,298 Godfrey Road,New York,NY,New York,212-520-8191,Taurus,5462126503222013,black,Amusement machine repairer,GEX,170,110.8
214,3322 Twin Oaks Drive,Bellaire,MI,Michigan,231-533-8696,Cancer,5565485385226997,black,Midshipman,O.K. Fairbanks,169,62.9
215,1506 Hickory Ridge Drive,Las Vegas,NV,Nevada,702-606-5851,Scorpio,4539445576002181,black,Steadicam operator,Martin's,177,60.2
216,1519 Bluff Street,Beltsville,MD,Maryland,301-792-7372,Virgo,5456427937074097,dark skinned,Respiratory nurse,Leath Furniture,187,87
217,2445 Stark Hollow Road,Gypsum,CO,Colorado,970-754-8193,Virgo,5275590694678373,black,Keeper,Foreman & Clark,173,72.7
218,1725 Liberty Avenue,Anaheim,CA,California,714-433-5633,Leo,5458941229650313,black,Word processor,Kohl's Food Stores,174,64.7
219,4294 Russell Street,Cambridge,MA,Massachusetts,978-951-6649,Capricorn,5537929200433077,black,Insurance claims and policy processing clerk,Gold Touch,171,56.4
220,1272 Court Street,Valley Park,MO,Missouri,636-827-9590,Aries,5158644090849054,white,Placement specialist,Grass Roots Yard Services,171,89.4
221,4178 Charmaine Lane,Redmon,TX,Texas,806-627-5694,Pisces,4916713877958879,black,Appraiser,Hanover Shoe,163,97.5
222,1435 Adams Drive,Columbus,TX,Texas,979-472-6481,Aquarius,4716572341309685,black,Stock-control clerk,Channel Home Centers,153,99.6
223,4480 Rosemont Avenue,Cocoa Beach,FL,Florida,321-783-8227,Capricorn,5.12326E+15,white,Employment interviewer,Huffman and Boyle,179,91
224,3816 Adonais Way,Norcross,GA,Georgia,678-459-4518,Aquarius,4539571870266667,black,Administrative supervisor,John M. Smyth's Homemakers,166,99.1
225,331 Pine Garden Lane,Atlanta,GA,Georgia,770-657-5627,Libra,5262303930446018,black,Purchasing manager,Franklin Simon,175,77.4
226,1069 Jarvisville Road,Huntington,NY,New York,516-885-8017,Scorpio,4532249142164823,dark skinned,Claims representative,Parts America,171,67.4
227,3306 Pratt Avenue,Seattle,WA,Washington,360-951-0072,Sagittarius,5301945014810775,black,Electromechanical engineering technician,System Star Solutions,181,62.8
228,866 Fulton Street,New Martinsville,WV,West Virginia,304-390-6095,Aries,4929871966337374,dark skinned,"Coin, vending, and amusement machine servicer",Turtle's Records & Tapes,179,80.6
229,699 Dovetail Estates,Hennepin,OK,Oklahoma,580-868-1034,Capricorn,4929115129815714,black,Gaming services,Gamble-Skogmo,172,85.2
230,4371 Melody Lane,Glen Allen,VA,Virginia,804-399-7500,Aries,4556976298357501,dark skinned,Relay technician,Plan Smart Partner,160,59
231,664 Collins Avenue,Westerville,OH,Ohio,614-776-3490,Cancer,5439706570970196,black,Harbor pilot,Suadela Investment,160,55.3
232,1760 Pinchelone Street,Norfolk,VA,Virginia,757-358-8934,Libra,5415260332154861,white,Card punching machine operator,Leonard Krower & Sons,171,81.7
233,1112 Woodhill Avenue,Elkridge,MD,Maryland,410-799-9686,Scorpio,4532707007700049,black,Engraver,Whitlocks Auto Supply,168,106
234,3386 Ward Road,Ossining,NY,New York,914-941-8953,Leo,5562131334820109,white,Telemarketer,World Radio,162,91.5
235,133 Cambridge Drive,Beardsley,AZ,Arizona,623-584-4807,Virgo,4916372482392212,black,Public health social worker,Childs Restaurants,180,93.9
236,1272 Deercove Drive,Philadelphia,PA,Pennsylvania,215-242-2993,Sagittarius,4485421206200044,black,Estimator project manager,Beefsteak Charlie's,167,91.8
237,834 Wines Lane,Houston,TX,Texas,832-397-2554,Gemini,4556006232236668,black,Hanger,Desert Garden Help,168,53.1
238,1133 High Meadow Lane,Montgomery,PA,Pennsylvania,570-547-7022,Aquarius,5537501165076983,dark skinned,Geographer,Solution Answers,175,92.7
239,4867 Lincoln Drive,Mechanicsburg,PA,Pennsylvania,717-605-9196,Sagittarius,5377800855240765,black,Maxillofacial surgeon,Helios Air,154,54.7
240,4588 Rivendell Drive,Massillon,OH,Ohio,330-834-0148,Pisces,5351427057087156,dark skinned,Lawyer,Hugh M. Woods,170,91.1
241,1544 Quarry Drive,Roanoke,AL,Alabama,334-863-7211,Virgo,4916547509368259,black,Compensation and benefits technician,AM/PM Camp,167,101
242,2174 College Street,Duluth,GA,Georgia,404-309-9288,Capricorn,4532311853966489,dark skinned,Card punching machine operator,d.e.m.o.,161,87.2
243,4406 Bedford Street,Wallingford,CT,Connecticut,203-984-2300,Leo,5114457565380338,black,Hoist and winch operator,Gas Legion,170,64.6
244,1969 Java Lane,Clover,SC,South Carolina,803-631-7327,Pisces,4.53256E+15,black,Airbrush artist,Omni Tech Solutions,174,110.8
245,2073 Flint Street,Atlanta,GA,Georgia,678-201-5205,Aquarius,5554242006166976,black,Bartender helper,Formula Gray,188,108
246,1259 Forest Avenue,New York,NY,New York,646-733-1546,Libra,4716927975399974,white,Crane and tower operator,Realty Depot,154,87
247,350 Barrington Court,Harrisburg,AR,Arkansas,870-578-2231,Cancer,4.5568E+15,dark skinned,Ceiling tile installer,"Deco Refreshments, Inc.",154,73.3
248,4447 Lakeland Terrace,Detroit,MI,Michigan,734-301-5316,Aries,5416538096856709,black,Broadcast field supervisor,Red Food,177,77.3
249,1091 Timberbrook Lane,Greeley,CO,Colorado,970-346-7304,Aquarius,5575200340020148,dark skinned,Training administrator,Club Wholesale,156,103.3
250,2827 Morningview Lane,Latimer,IA,Iowa,641-866-3613,Gemini,4532527648239243,white,Wastewater treatment plant and system operator,Luskin's,157,90.2
251,1502 Retreat Avenue,Liberty,ME,Maine,207-342-1446,Aries,5374915336224296,black,Mixing and blending machine tender,Lindsley's Lumber,165,73.2
252,1541 Dovetail Drive,River Grove,IL,Illinois,847-288-3747,Libra,4539856772629629,black,Student affairs administrator,Second Time Around,173,111.5
253,2338 John Daniel Drive,Steele,MO,Missouri,573-695-5705,Pisces,5212804188153678,dark skinned,Cutting and slicing machine setter,Prestiga-Biz,163,49.3
254,2052 Melville Street,Jackson,TN,Tennessee,731-426-5850,Capricorn,5243765920989716,dark skinned,Graphic artist,Total Serve,179,78.3
255,1529 Locust View Drive,Springfield,MO,Missouri,417-200-7191,Cancer,5289042613136004,black,Financial investigator,Mars Music,174,90.8
256,575 Poling Farm Road,Pierce,NE,Nebraska,402-329-1064,Sagittarius,4716811670080818,black,Fish and game warden,Olympic Sports,160,64.4
257,3621 Gandy Street,Auburn,NY,New York,315-253-7259,Virgo,5325240166627421,dark skinned,Fish and game warden,Bombay Company,161,96.9
258,2732 Snowbird Lane,Omaha,NE,Nebraska,402-717-6696,Leo,4556125732686089,black,Design printing machine operator,Freedom Map,171,63
259,625 Marion Drive,Tampa,FL,Florida,813-487-7761,Cancer,4532452655151597,black,Heat treating equipment tender,Roberd's,184,85.9
260,3298 Millbrook Road,Chicago,IL,Illinois,630-750-5987,Leo,4556516111089285,black,"Cutting, punching, and press machine tender",Pak and Save,173,81.6
261,521 Taylor Street,Purdys,NY,New York,914-669-5928,Taurus,5251255773731448,dark skinned,Tree planter,Knox Lumber,164,70.4
262,4205 Abner Road,Boulder Junction,WI,Wisconsin,715-385-6530,Virgo,5213698262607685,dark skinned,Travel guide,World Radio,152,101.2
263,2481 Rockford Road,Taunton,MA,Massachusetts,774-644-5571,Gemini,5465511717278462,dark skinned,Companion,Gas Zone,156,51.3
264,271 Oliverio Drive,Pratt,KS,Kansas,620-508-3708,Aquarius,4539252403599862,white,Organic chemist,Solution Answers,173,58.1
265,2843 Johnson Street,Fayetteville,NC,North Carolina,919-820-0264,Cancer,5303388260549821,dark skinned,Allopathic surgeon,Envirotecture Design Service,155,81
266,3769 Kerry Way,Los Angeles,CA,California,562-707-2961,Capricorn,4532881627448295,white,Erector,Laneco,163,72.7
267,1110 Valley Street,Camden,NJ,New Jersey,856-905-1324,Pisces,5.53485E+15,black,Fork lift driver,Atlas Realty,172,98.1
268,1407 Chestnut Street,Tampa,FL,Florida,727-439-3681,Virgo,4539392048865599,white,Chief information officer,Janeville,159,98.1
269,866 Burnside Avenue,Castle Dale,UT,Utah,435-748-8493,Leo,4485427977262204,dark skinned,Children's librarian,Food Giant,155,102.7
270,3009 Parker Drive,Cleveland,OH,Ohio,216-601-6805,Libra,5546225043223208,black,Medical writer,Mikro Designs,183,89.9
271,3377 Walnut Hill Drive,Cincinnati,OH,Ohio,513-265-8010,Aquarius,4556581639769545,black,Industrial-organizational psychologist,Steinberg's,175,81.3
272,4283 Linden Avenue,Orlando,FL,Florida,407-548-7823,Cancer,5421396900385446,black,General internist,Peter Reeves,169,99
273,547 Armbrester Drive,West Los Angeles,CA,California,310-477-9397,Sagittarius,4929492988192182,black,Treatment plant and system operator,Bettendorf's,181,64.5
274,3361 Whiteman Street,Medford,NJ,New Jersey,609-953-1478,Virgo,5187902518258836,dark skinned,Millwright,Honest Air Group,161,89.8
275,300 Illinois Avenue,Tigard,OR,Oregon,503-670-4932,Sagittarius,5.47614E+15,black,Mental health social worker,Home Centers,167,66.5
276,1478 Bastin Drive,Newark,PA,Pennsylvania,484-671-9484,Scorpio,4485441057849673,white,Addictions nurse,Modern Realty,164,81
277,4101 Sugar Camp Road,Arco,MN,Minnesota,507-487-0177,Gemini,5540800986636628,dark skinned,Administrative office assistant,Jay Jacobs,169,91.6
278,3745 Passaic Street,Washington,DC,Washington DC,202-284-1971,Aquarius,4485934278476508,white,Lease driver,Food Fair,154,98.9
279,2341 Par Drive,Oxnard,CA,California,805-760-0262,Aquarius,5152084536618779,black,Typesetting machine operator,Wag's,167,57.8
280,3969 Tenmile,Palm Springs,CA,California,760-218-4047,Cancer,4485813679562092,dark skinned,Rail transportation occupation,Packer,182,92.9
281,3393 Augusta Park,Bluefield,WV,West Virginia,304-817-1197,Aries,4556492191056794,black,Dipper,Standard Food,182,65.6
282,2949 Ben Street,Albany,NY,New York,518-257-0880,Gemini,4532609905158389,white,Real estate sales agent,Bennett Brothers,153,95.9
283,3239 Doe Meadow Drive,Suitland,MD,Maryland,301-568-4513,Taurus,5577553127371045,dark skinned,Precision instrument and equipment repairer,Walt's IGA,172,71.9
284,1480 Sycamore Street,San Jose,CA,California,408-954-3435,Virgo,5561448784621766,black,Paper goods machine setter,Anderson-Little,156,104.1
285,2280 Reynolds Alley,Los Angeles,CA,California,562-262-2815,Pisces,5478341138177993,dark skinned,Petroleum technician,Sears Homelife,168,95.6
286,4728 Elm Drive,Garden City,NY,New York,646-469-4100,Taurus,4532818571257058,white,Paramedic,Wealthy Ideas,170,97.4
287,2982 Lonely Oak Drive,Atmore,AL,Alabama,251-446-0017,Scorpio,4532027851208571,black,Cardiographic technician,Lechters Housewares,172,92.5
288,4343 Raccoon Run,Seattle,WA,Washington,206-808-8356,Capricorn,5246252334789575,black,Yardmaster,Modern Realty,184,94.4
289,3517 Lowndes Hill Park Road,Bakersfield,CA,California,661-461-8212,Taurus,4532208519195497,black,Pamphlet binding worker,Farmer Jack,160,53.6
290,1367 Godfrey Road,New York,NY,New York,212-554-9877,Leo,5436826530356493,dark skinned,Aircraft surfaces assembler,Omni Architectural Designs,177,91.5
291,2142 Late Avenue,Hobart,OK,Oklahoma,580-726-8878,Aries,5240028090858762,white,Human resources coordinator,Sholl's Colonial Cafeteria,168,97.8
292,4151 Breezewood Court,Hugoton,KS,Kansas,620-428-3261,Gemini,5530529598521868,black,Home appliance repairer,Rogers Peet,169,64
293,764 Wexford Way,Lexington,SC,South Carolina,803-359-1167,Taurus,4539913424295372,white,Marine electronics technician,Liberal,159,83.3
294,1467 Woodbridge Lane,Livonia,MI,Michigan,313-485-1985,Taurus,5.22947E+15,white,Construction manager,Disc Jockey,169,97.1
295,4687 Diane Street,Santa Barbara,CA,California,805-448-9595,Sagittarius,4485479704668658,dark skinned,Animal control worker,Enrich Garden Services,172,97.6
296,2840 Olive Street,Toledo,OH,Ohio,419-346-1064,Libra,4539957696028623,dark skinned,Lodging manager,Gold Medal,164,76.6
297,52 John Avenue,East Lansing,MI,Michigan,517-792-8006,Cancer,5411669123144341,black,College instructor,Colonial Stores,153,56.9
298,3142 Charack Road,Chandler,IN,Indiana,812-270-4072,Capricorn,4532347070946847,black,Auto damage appraiser,Chandlers,180,76.3
299,4261 Adonais Way,Marietta,GA,Georgia,678-394-0715,Virgo,4485038840351817,dark skinned,Organic chemist,The Flying Bear,167,96.5
300,3897 Village View Drive,Damascus,MD,Maryland,240-239-1319,Taurus,5279625539196557,black,Promoter,Tam's Stationers,172,56.2
301,1801 Bridge Avenue,Lafayette,LA,Louisiana,337-606-7662,Gemini,5333993097782349,black,Promotions manager,Crazy Tiger,177,78.9
302,2263 Marie Street,Baltimore,MD,Maryland,410-907-6512,Taurus,5402901315270407,dark skinned,Fork lift driver,HouseWorks!,166,74.6
303,4042 Sunset Drive,Pine Bluff,AR,Arkansas,870-692-6853,Cancer,5477259674785287,black,Mold and model maker,Galaxy Man,169,68.8
304,4834 Seth Street,Abilene,TX,Texas,325-436-5163,Virgo,5579633903135703,black,Power dispatcher,Master Builder Design Services,180,85.3
305,3847 Sand Fork Road,Nappanee,IN,Indiana,574-773-3657,Gemini,4556603399584045,black,Packaging and filling machine tender,Chatham,169,103
306,3657 Ash Avenue,Stlouis,MO,Missouri,314-799-2462,Sagittarius,4532359605139202,white,Snowmobile mechanic,Good Guys,185,99
307,380 Jessie Street,Lancaster,OH,Ohio,740-681-7517,Scorpio,4532195170480732,white,Career counselor,Chi-Chi's,156,57.2
308,3450 Westwood Avenue,New York,NY,New York,516-858-3171,Gemini,5213968955879903,black,Institution and cafeteria cook,Briazz,188,108.5
309,3959 Hart Ridge Road,Saginaw,MI,Michigan,989-293-7610,Capricorn,4716140285012515,white,Arc cutter,Hughes Markets,150,58.4
310,3131 Davis Street,Athens,GA,Georgia,706-296-6290,Cancer,4.91662E+15,black,Telephone repairer,Century House,174,70.2
311,1768 Jail Drive,Davenport,IL,Illinois,309-871-7474,Leo,5598163137764869,black,Meter reader,MVP Sports,174,84
312,3060 Maxwell Farm Road,Sacramento,CA,California,530-948-4557,Pisces,4716123949338633,white,Corporate administrative assistant,Pacific Stereo,164,76.5
313,2611 Haven Lane,Lansing,MI,Michigan,517-749-2470,Aquarius,5357417000929632,black,Masseuse,Thompson,161,85.5
314,4619 Woodhill Avenue,Saint Margarets,MD,Maryland,410-757-9304,Sagittarius,4539224609411465,white,Textile knitting and weaving machine operator,Old America Stores,165,63.1
315,4815 Grey Fox Farm Road,Houston,TX,Texas,281-734-5778,Scorpio,5486296791328277,black,Electronic equipment installer,The White Swan,184,60.7
316,3810 Hope Street,Gervais,OR,Oregon,971-983-3207,Gemini,5332983189497709,black,Dressmaker,Cala Foods,165,54.7
317,1354 Earnhardt Drive,Louisville,KY,Kentucky,502-752-7374,Pisces,5.44574E+15,dark skinned,Bucker,King Carol,174,82.8
318,3287 Wilson Street,Escondido,CA,California,760-975-3803,Aries,5301562253496891,dark skinned,Portfolio manager,Prahject Planner,156,73.1
319,3230 Oliver Street,Fort Worth,TX,Texas,817-354-7310,Pisces,4539982993642751,black,Circulation assistant,Buttrey Food & Drug,177,103
320,1367 Morgan Street,Pensacola,FL,Florida,850-453-2399,Aries,4485390219248672,black,Grinding and polishing worker,Handy Andy,172,77.1
321,2348 Rocky Road,Philadelphia,PA,Pennsylvania,215-686-8010,Virgo,5448291794604128,dark skinned,Marriage and family therapist,Master Builder Design Services,168,99.9
322,1447 Coolidge Street,Maitland,FL,Florida,407-210-6720,Taurus,4556928546887227,black,"Heating, air-conditioning, and refrigeration installer",Micro Design,178,68.8
323,1394 Garfield Road,Forest City,IL,Illinois,309-597-5270,Cancer,5529052351677762,black,Clinical psychologist,A+ Investments,162,68.1
324,1958 Hickman Street,Schaumburg,IL,Illinois,630-414-7654,Aries,5503784213510837,white,Posting clerk,Opticomp,155,61.7
325,4566 Tanglewood Road,Fulton,MS,Mississippi,662-862-9505,Virgo,4485575962168701,black,Osteopathic surgeon,Oranges Records & Tapes,186,105.1
326,1402 Locust Street,Thomasville,GA,Georgia,229-672-3413,Capricorn,5498611337653671,black,"Railroad brake, signal, and switch operator",Asian Answers,165,94
327,2798 Jarvisville Road,Lansing,MI,Michigan,517-219-8563,Sagittarius,5492215603944529,white,Oral and maxillofacial radiologist,Practi-Plan,172,50.1
328,2118 Spring Haven Trail,Newark,NJ,New Jersey,973-685-8697,Pisces,4716733258629271,dark skinned,Housing relocator,Cut Rite Lawn Care,163,90.3
329,1957 Essex Court,Winooski,VT,Vermont,802-338-6378,Capricorn,5189584037924284,black,Gynecologic sonographer,Payless Cashways,166,63.3
