Number,Sex,Survived,NameSet,Title,Name,Age,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1347,male,1,American,Mr.,Charles Tilley,,3,0,0,A/5 2817,8.05,,S
1348,male,0,American,Mr.,Michael Mitchell,29,1,0,0,349240,78.958,,C
1349,female,1,American,Mrs.,Shirley Medley,65,1,0,0,13509,26.55,E38,S
1350,male,1,American,Mr.,Edwin Blair,,2,1,0,17464,518.625,D21,S
1351,female,0,American,Ms.,Candice Willhite,50,3,0,0,F.C.C. 13531,10.5,,S
1352,male,1,American,Mr.,Brady Abbott,,1,0,0,371060,7.75,,Q
1353,female,0,American,Mrs.,Kathleen Krok,48,3,0,0,19952,26.55,E12,S
1354,female,0,American,Ms.,Valerie Murray,34,1,0,0,364506,8.05,,S
1355,male,0,American,Mr.,Matthew Mazzola,47,2,0,0,111320,38.5,E63,S
1356,male,0,American,Mr.,Bradley Folden,48,3,0,0,234360,13,,S
1357,male,0,American,Mr.,Adam Coombs,,3,0,0,A/S 2816,8.05,,S
1358,female,0,American,Mrs.,Geraldine Elliott,38,2,0,0,SOTON/O.Q. 3101306,7.05,,S
1359,male,0,American,Mr.,Glenn Cammack,,1,0,0,239853,0,,S
1360,male,0,American,Mr.,Phillip Bosworth,56,3,0,0,113792,26.55,,S
1361,male,1,American,Dr.,Donald Polk,,3,0,0,36209,7.725,,Q
1362,male,0,American,Mr.,Jose Cook,0.75,3,2,1,2666,192.583,,C
1363,male,0,American,Mr.,James Tolbert,,3,0,0,323592,7.25,,S
1364,male,1,American,Mr.,Gene Bridges,38,2,0,0,315089,86.625,,S
1365,male,1,American,Dr.,Lawrence Gipe,33,2,1,2,C.A. 34651,27.75,,S
1366,male,0,American,Mr.,Edgar Arevalo,23,3,0,0,SC/AH Basle 541,137.917,D,C
1367,female,0,American,Ms.,Mattie Latorre,22,1,0,0,7553,98.375,,S
1368,female,0,American,Mrs.,Holly Fortson,,2,0,0,110465,52,A14,S
1369,female,0,American,Mrs.,Alice Brown,34,3,1,0,31027,21,,S
1370,female,0,American,Ms.,Mary Walsh,29,3,1,0,3460,70.458,,S
1371,female,1,American,Ms.,Kimberly Delgado,22,3,0,0,350060,75.208,,S
1372,male,0,American,Mr.,Ross Cunningham,2,3,0,1,3101298,122.875,,S
1373,female,0,American,Ms.,Lori Foley,9,2,5,2,CA 2144,46.9,,S
1374,male,0,American,Mr.,Jeffrey Davis,,3,0,0,239854,0,,S
1375,female,1,American,Ms.,Lois Henderson,50,3,0,0,A/5 3594,8.05,,S
1376,male,1,American,Mr.,Freddie Cooper,63,1,0,0,4134,95.875,,S
1377,male,0,American,Mr.,Stanley Montgomery,25,3,1,0,11967,910.792,B49,C
1378,female,1,American,Mrs.,Rachel Webster,,1,3,1,4133,254.667,,S
1379,female,0,American,Mrs.,Eleanor Keller,35,1,1,0,19943,90,C93,S
1380,female,0,American,Mrs.,Mary Hilley,58,3,0,0,11771,29.7,B37,C
1381,male,1,American,Mr.,Norbert Aguiar,30,3,0,0,A.5. 18509,8.05,,S
1382,male,0,American,Mr.,Robert Nunn,9,3,1,1,C.A. 37671,15.9,,S
1383,male,0,American,Mr.,Juan Brown,,3,1,0,65304,199.667,,S
1384,female,0,American,Dr.,Jean Falcon,21,1,0,0,SOTON/OQ 3101317,7.25,,S
1385,female,0,American,Mrs.,Catherine Strauss,55,1,0,0,113787,30.5,C30,S
1386,male,0,American,Mr.,Jack Case,71,3,0,0,PC 17609,495.042,,C
1387,male,0,American,Mr.,Mark Chavez,21,3,0,0,A/4 45380,8.05,,S
1388,male,1,American,Mr.,Mike Brown,,1,0,0,2627,144.583,,C
1389,female,0,American,Ms.,Omega Alvarez,54,3,1,0,36947,782.667,D20,C
1390,male,0,American,Mr.,Keith Linehan,,1,0,0,C.A. 6212,15.1,,S
1391,male,0,American,Mr.,Edward Riviera,25,3,1,2,113781,151.55,C22 C26,S
1392,female,0,American,Ms.,Carol Toussaint,24,3,0,0,350035,77.958,,S
1393,female,0,American,Mrs.,Margaret Burriss,17,3,0,0,315086,86.625,,S
1394,male,0,American,Mr.,Gregory Worley,21,3,0,0,364846,7.75,,Q
1395,male,0,American,Mr.,Brent Draeger,,3,0,0,330909,76.292,,Q
1396,female,1,American,Ms.,Ella Macgregor,37,1,0,0,4135,95.875,,S
1397,male,0,American,Mr.,Douglas Rose,16,1,0,0,110152,86.5,B79,S
1398,male,1,American,Mr.,Robert Bruss,18,2,1,0,PC 17758,108.9,C65,C
1399,male,1,American,Mr.,Keith Goulart,33,1,0,2,26360,26,,S
1400,male,0,American,Mr.,Theodore Hansen,,3,0,0,111427,26.55,,S
1401,female,1,American,Mrs.,Pauline Galloway,28,3,0,0,C 4001,22.525,,S
1402,male,1,American,Mr.,Johnny Cotton,26,3,0,0,1601,564.958,,S
1403,female,0,American,Ms.,Christy Bermudez,29,3,0,0,382651,7.75,,Q
1404,female,1,American,Ms.,Norma Parsons,,1,0,0,SOTON/OQ 3101316,8.05,,S
1405,female,1,American,Mrs.,Isabel Callaghan,36,1,0,0,PC 17473,262.875,E25,S
1406,female,0,American,Mrs.,Beth Burns,54,3,1,0,PC 17603,59.4,,C
1407,female,0,American,Mrs.,Mary Burrell,24,1,0,0,349209,74.958,,S
1408,male,1,American,Mr.,Brian Howard,47,2,0,0,36967,340.208,D46,S
1409,male,0,American,Mr.,Robert Gilmore,34,3,0,0,C.A. 34260,10.5,F33,S
1410,female,1,American,Ms.,Florence Frank,,2,0,0,371110,24.15,,Q
1411,female,0,American,Ms.,Jessica Ramos,36,3,1,0,226875,26,,S
1412,female,1,American,Mrs.,Katherine Martinez,32,1,0,0,349242,78.958,,S
1413,male,0,American,Mr.,Lee McCain,30,3,0,0,12749,93.5,B73,S
1414,male,0,American,Mr.,John Greene,22,3,0,0,349252,78.958,,S
1415,female,1,American,Mrs.,Geraldine Brady,,1,0,0,2624,7.225,,C
1416,male,0,American,Mr.,Johnson Tabor,44,3,0,1,111361,579.792,B18,C
1417,male,0,American,Mr.,Anthony Roof,,3,0,0,2700,72.292,,C
1418,male,1,American,Mr.,Frank Stevens,40.5,2,0,0,367232,7.75,,Q
1419,male,0,American,Mr.,Albert Francisco,50,1,0,0,W./C. 14258,10.5,,S
1420,female,0,American,Mrs.,Sandra Tingle,,3,0,0,PC 17483,2.217.792,C95,S
1421,female,0,American,Ms.,Gladys Dukes,39,2,0,0,3101296,7.925,,S
1422,male,1,American,Mr.,Wayne Green,23,2,2,1,29104,11.5,,S
1423,female,0,American,Ms.,Marion Sanchez,2,3,1,1,26360,26,,S
1424,male,0,American,Mr.,Michael Ellison,,3,0,0,2641,72.292,,C
1425,male,1,American,Dr.,Ronald Sease,17,3,1,1,2690,72.292,,C
1426,female,0,American,Mrs.,Jasmine Waters,,3,0,2,2668,223.583,,C
1427,female,1,American,Ms.,Wanda Beier,30,2,0,0,315084,86.625,,S
1428,male,0,American,Mr.,Mitch Becnel,7,1,0,2,F.C.C. 13529,26.25,,S
1429,male,1,American,Mr.,Michael Swartz,45,1,0,0,113050,26.55,B38,S
1430,male,0,American,Mr.,James Williams,30,3,0,0,PC 17761,106.425,,C
1431,male,1,American,Mr.,Nicholas Browne,,1,0,0,364498,14.5,,S
1432,female,1,American,Ms.,Pandora Lucas,22,1,0,2,13568,49.5,B39,C
1433,male,0,American,Mr.,Kevin Egan,36,3,0,2,WE/P 5735,71,B22,S
1434,female,0,American,Mrs.,Naomi Livesay,9,3,4,2,347082,31.275,,S
1435,female,1,American,Mrs.,Jennifer Soto,11,2,4,2,347082,31.275,,S
1436,male,0,American,Mr.,George Pugh,32,1,1,0,2908,26,,S
1437,female,0,American,Mrs.,Cynthia Santo,50,1,1,0,PC 17761,106.425,C86,C
1438,female,1,American,Ms.,Glenda Moriarty,64,2,0,0,693,26,,S
1439,male,1,American,Mr.,Carroll Blythe,19,2,1,0,2908,26,,S
1440,male,0,American,Mr.,Lloyd Reed,,3,0,0,SC/PARIS 2146,138.625,,C
1441,female,1,American,Mrs.,Irene Rodriguez,33,2,1,1,363291,20.525,,S
1442,female,1,American,Mrs.,Joan Benefield,8,1,1,1,C.A. 33112,36.75,,S
1443,male,0,American,Mr.,Isaac Hines,17,2,0,2,17421,1.108.833,C70,C
1444,female,0,American,Mrs.,Margaret Shaw,27,3,0,0,244358,26,,S
1445,male,1,American,Mr.,Toney Snell,,3,0,0,330979,78.292,,Q
1446,male,1,American,Mr.,Rocky McGrath,22,3,0,0,2620,7.225,,C
1447,male,0,American,Mr.,Jim Wagner,22,1,0,0,347085,7.775,,S
1448,female,1,American,Mrs.,Martha Merritt,62,1,0,0,113807,26.55,,S
1449,female,0,American,Mrs.,Amie Reeves,48,1,1,0,11755,39.6,A16,C
1450,female,1,American,Mrs.,Cindy Archer,,1,0,0,PC 17757,227.525,,C
1451,male,1,American,Mr.,Ray Mooney,39,3,1,1,110413,79.65,E67,S
1452,female,0,American,Ms.,Mary Olive,36,3,1,0,345572,17.4,,S
1453,female,0,American,Ms.,Anna Ramirez,,3,0,0,372622,7.75,,Q
1454,male,0,American,Mr.,Norman Bird,40,2,0,0,349251,78.958,,S
1455,male,0,American,Mr.,Leonard Lowe,28,3,0,0,218629,13.5,,S
1456,female,0,American,Mrs.,Rachelle Markley,,3,0,0,SOTON/OQ 392082,8.05,,S
1457,male,0,American,Mr.,Shaun Moon,,3,0,0,SOTON/O.Q. 392087,8.05,,S
1458,female,0,American,Mrs.,Gloria Huskins,24,3,2,0,A/4 48871,24.15,,S
1459,female,0,American,Mrs.,Lauren Stclair,19,3,0,0,349205,78.958,,S
1460,male,0,American,Mr.,Leroy Desalvo,29,3,0,4,349909,21.075,,S
1461,male,1,American,Mr.,Quincy Klotz,,3,0,0,2686,72.292,,C
1462,female,1,American,Mrs.,Raven Huggins,32,2,0,0,350417,78.542,,S
1463,male,1,American,Mr.,Jonathan Sibley,62,1,0,0,S.W./PP 752,10.5,,S
1464,female,1,American,Mrs.,Jessica Flores,53,1,2,0,11769,514.792,C101,S
1465,male,1,American,Mr.,Marion Robinette,36,3,0,0,PC 17474,263.875,E25,S
1466,female,0,American,Mrs.,Mona Traylor,,3,0,0,14312,7.75,,Q
1467,male,0,American,Mr.,Gene Kibby,16,3,0,0,A/4. 20589,8.05,,S
1468,male,1,American,Mr.,Elijah Cherry,19,2,0,0,358585,14.5,,S
1469,male,1,American,Mr.,Gary Cornett,34,1,0,0,243880,13,,S
1470,male,0,American,Mr.,Aaron Williams,39,3,1,0,13507,55.9,E44,S
1471,female,1,American,Mrs.,Elaine Perez,,3,1,0,2689,144.583,,C
1472,male,1,American,Mr.,Richard Damron,32,2,0,0,STON/O 2. 3101286,7.925,,S
1473,female,1,American,Ms.,Jennifer Collins,25,1,1,1,237789,30,,S
1474,female,0,American,Ms.,Joyce Garcia,39,2,1,1,17421,1.108.833,C68,C
1475,female,0,American,Mrs.,Sharon Branch,54,1,0,0,28403,26,,S
1476,female,0,American,Mrs.,Anita Johnson,36,3,0,0,13049,40.125,A10,C
1477,male,1,American,Mr.,Brian Carlile,,1,0,0,3411,87.125,,C
1478,female,0,American,Ms.,Guadalupe Caskey,18,2,0,2,110413,79.65,E68,S
1479,female,1,American,Ms.,Judy Gillam,47,1,0,0,237565,15,,S
1480,female,0,American,Ms.,Mary Wingfield,60,3,1,1,13567,79.2,B41,C
1481,male,0,American,Mr.,Charles Witter,22,3,0,0,14973,8.05,,S
1482,female,0,American,Ms.,Jean Mann,,3,0,0,A./5. 3235,8.05,,S
1483,male,1,American,Mr.,Arnold Beck,35,1,0,0,STON/O 2. 3101273,7.125,,S
1484,male,0,American,Mr.,Jeffery Douglass,52,3,1,0,36947,782.667,D20,C
1485,male,0,American,Mr.,Donald Ross,47,3,0,0,A/5 3902,7.25,,S
1486,male,0,American,Mr.,John Walker,,2,0,2,364848,7.75,,Q
1487,male,0,American,Mr.,Aaron Townsend,37,3,1,0,SC/AH 29037,26,,S
1488,male,1,American,Dr.,Trevor Stanley,36,2,1,1,345773,24.15,,S
1489,female,0,American,Ms.,Demetrice Madson,,3,0,0,248727,33,,S
1490,male,0,American,Mr.,Jose Howe,49,3,0,0,LINE,0,,S
1491,female,1,American,Ms.,Candi Altamirano,,1,0,0,2664,7.225,,C
1492,male,1,American,Mr.,James Lewis,49,2,1,0,PC 17485,569.292,A20,C
1493,male,0,American,Mr.,Francisco Oliver,24,3,2,1,243847,27,,S
1494,female,0,American,Ms.,Mary Dagostino,,1,0,0,349214,78.958,,S
1495,female,0,American,Mrs.,Phyllis Woods,,3,0,0,113796,42.4,,S
1496,male,1,American,Mr.,Gary Gibson,44,1,0,0,364511,8.05,,S
1497,male,0,American,Mr.,Ralph Calabrese,35,3,0,0,111426,26.55,,C
1498,female,0,American,Ms.,Brenda Seibel,36,3,1,0,349910,15.55,,S
1499,male,1,American,Mr.,Larry Harrell,30,1,0,0,349246,78.958,,S
1500,male,1,American,Mr.,Thomas Canales,27,2,0,0,113804,30.5,,S
1501,female,1,American,Ms.,Kathleen Fulford,22,1,1,2,SC/Paris 2123,415.792,,C
1502,female,0,American,Ms.,Karen Boykin,40,3,0,0,PC 17582,1.534.625,C125,S
1503,male,0,American,Mr.,Joseph Taylor,39,3,1,5,347082,31.275,,S
1504,female,1,American,Ms.,Karin Riddle,,3,0,0,SOTON/O.Q. 3101305,7.05,,S
1505,male,0,American,Mr.,Patrick Stone,,3,1,0,367230,15.5,,Q
1506,male,0,American,Mr.,Adam Martin,,3,0,0,370377,7.75,,Q
1507,female,1,American,Ms.,Kimberly Fitch,35,2,0,0,364512,8.05,,S
1508,female,0,American,Mrs.,Brenda Rushing,24,3,1,2,220845,65,,S
1509,female,0,American,Ms.,Margaret Walters,34,3,1,1,347080,14.4,,S
1510,male,1,American,Mr.,Terry Vo,26,2,1,0,A/5. 3336,16.1,,S
1511,female,0,American,Ms.,Rita Navarre,4,2,2,1,230136,39,F4,S
1512,male,0,American,Mr.,Anthony High,26,3,0,0,31028,10.5,,S
1513,female,1,American,Ms.,Cynthia Wheeler,27,1,1,0,2659,144.542,,C
1514,male,1,American,Mr.,Stephen Long,42,3,1,0,11753,525.542,D19,S
1515,female,0,American,Mrs.,Elizabeth Trujillo,20,3,1,1,2653,157.417,,C
1516,male,0,American,Dr.,Michael Stein,21,3,0,0,350029,78.542,,S
1517,male,0,American,Mr.,Joseph Menchaca,21,1,0,0,54636,16.1,,S
1518,male,0,American,Mr.,Larry Dennison,61,2,0,0,36963,323.208,D50,S
1519,female,1,American,Ms.,Wilma Weatherall,57,1,0,0,219533,12.35,,Q
1520,male,0,American,Mr.,Kenneth Wink,21,3,0,0,13502,779.583,D9,S
1521,male,0,American,Mr.,Alberto Ritter,26,3,0,0,349224,78.958,,S
1522,male,1,American,Mr.,Eddie Swope,,1,0,0,334912,77.333,,Q
1523,male,0,American,Mr.,David Johnson,80,3,0,0,27042,30,A23,S
1524,male,1,American,Mr.,Brian Bell,51,1,0,0,347743,70.542,,S
1525,male,0,American,Mr.,James Mease,32,1,0,0,13214,30.5,B50,C
1526,female,0,American,Ms.,Susanne Williams,,3,0,0,112052,0,,S
1527,female,1,American,Ms.,Madeline Washington,9,2,3,2,347088,27.9,,S
1528,female,0,American,Mrs.,Cheryl Gamez,28,3,0,0,237668,13,,S
1529,female,0,American,Ms.,Juliet Simmons,32,2,0,0,STON/O 2. 3101292,7.925,,S
1530,female,0,American,Ms.,Kim Carpenter,31,3,1,1,C.A. 31921,26.25,,S
1531,female,0,American,Mrs.,Regina Marrero,41,3,0,5,3101295,396.875,,S
1532,male,0,American,Mr.,Mark Gaines,,3,1,0,376564,16.1,,S
1533,male,1,American,Mr.,John Bynum,20,1,0,0,350050,78.542,,S
1534,female,0,American,Ms.,Rosario Weist,24,3,0,0,PC 17477,69.3,B35,C
1535,male,1,American,Mr.,Arthur Williams,2,3,3,2,347088,27.9,,S
1536,female,1,American,Ms.,Ardath Cotton,,3,0,0,1601,564.958,,S
1537,female,1,American,Ms.,Daisy Humphrey,0.75,1,2,1,2666,192.583,,C
1538,male,0,American,Mr.,Heriberto Velez,48,3,1,0,PC 17572,767.292,D33,C
1539,female,1,American,Ms.,Tiara Nelson,19,1,0,0,349231,78.958,,S
1540,male,0,American,Mr.,Darren Fry,56,3,0,0,13213,35.5,A26,C
1541,female,1,American,Ms.,Viola Manhart,,3,0,0,S.O./P.P. 751,7.55,,S
1542,male,0,American,Mr.,Dominic Matthews,23,3,0,0,CA. 2314,7.55,,S
1543,female,1,American,Mrs.,Deborah Lambert,,2,0,0,349221,78.958,,S
1544,male,0,American,Mr.,Alvin Sweet,18,3,0,1,231919,23,,S
1545,female,1,American,Ms.,Bridget Gray,21,3,0,0,8475,84.333,,S
1546,female,0,American,Ms.,Judith Sell,,3,0,0,330919,78.292,,Q
1547,female,0,American,Ms.,Carol Bennett,18,2,0,0,365226,6.75,,Q
1548,male,0,American,Mr.,Clarence Riccardi,24,3,2,0,S.O.C. 14879,73.5,,S
1549,female,0,American,Mrs.,Sharon Buxton,,3,0,0,349223,78.958,,S
1550,female,0,American,Mrs.,Nikole Walker,32,2,1,1,364849,15.5,,Q
1551,male,0,American,Mr.,Clayton Moses,23,1,0,0,29751,13,,S
1552,male,1,American,Mr.,Robert Serpa,58,1,0,2,35273,113.275,D48,C
1553,male,0,American,Mr.,John Huang,50,3,2,0,PC 17611,133.65,,S
1554,female,0,American,Ms.,Rosalie Williams,40,1,0,0,2623,7.225,,C
1555,female,0,American,Mrs.,Alice Jackson,47,3,0,0,5727,255.875,E58,S
1556,female,1,American,Ms.,Annie Provost,36,3,0,0,349210,74.958,,S
1557,female,0,American,Ms.,Stacey Johnson,20,2,1,0,STON/O 2. 3101285,7.925,,S
1558,male,0,American,Mr.,Hugo Wade,32,2,2,0,S.O.C. 14879,73.5,,S
1559,male,0,American,Mr.,John Mason,25,3,0,0,234686,13,,S
1560,female,0,American,Ms.,Soledad Hayes,,3,0,0,312993,7.775,,S
1561,male,1,American,Mr.,David Williams,43,1,0,0,A/5 3536,8.05,,S
1562,male,1,American,Mr.,Eric Barrows,,2,1,0,19996,52,C126,S
1563,female,0,American,Ms.,Dorothy Chen,40,1,1,1,29750,39,,S
1564,male,0,American,Mr.,Samuel Sampson,31,2,1,0,F.C. 12750,52,B71,S
1565,female,1,American,Ms.,Danielle Weaver,70,2,0,0,C.A. 24580,10.5,,S
1566,female,0,American,Mrs.,Dorothy Banks,31,2,0,0,244270,13,,S
1567,male,0,American,Mr.,Richard Rosenthal,,3,0,0,239856,0,,S
1568,male,0,American,Mr.,Jim Thornton,18,3,0,0,349912,7.775,,S
1569,female,1,American,Mrs.,Carol Buckner,24.5,3,0,0,342826,8.05,,S
1570,female,0,American,Mrs.,Megan Delong,18,3,0,0,4138,98.417,,S
1571,female,1,American,Mrs.,Penny McClain,43,1,1,6,CA 2144,46.9,,S
1572,female,0,American,Mrs.,Constance Smith,36,3,0,1,PC 17755,5.123.292,B51 B53 B55,C
1573,male,1,American,Mr.,John Thomas,,1,0,0,330935,81.375,,Q
1574,female,0,American,Ms.,Angela Comer,27,3,0,0,PC 17572,767.292,D49,C
1575,female,0,American,Ms.,Nadine Yeh,20,3,0,0,6563,9.225,,S
1576,female,0,American,Ms.,Kathy Kelly,14,2,5,2,CA 2144,46.9,,S
1577,female,0,American,Ms.,Terri Gordon,60,2,1,1,29750,39,,S
1578,female,0,American,Mrs.,Emma Palma,25,3,1,2,SC/Paris 2123,415.792,,C
1579,male,0,American,Mr.,Billy McDonald,14,3,4,1,3101295,396.875,,S
1580,female,0,American,Ms.,Nancy Torres,19,3,0,0,349228,101.708,,S
1581,male,1,American,Mr.,Jason Paine,18,1,0,0,350036,77.958,,S
1582,male,1,American,Mr.,Robert Browne,15,1,0,1,24160,2.113.375,B5,S
1583,male,1,American,Mr.,Sam Mercer,31,3,1,0,17474,57,B20,S
1584,male,1,American,Mr.,Armando Ingram,4,3,0,1,349256,134.167,,C
1585,female,0,American,Ms.,Ida Brown,,3,0,0,1601,564.958,,S
1586,female,0,American,Ms.,Susie Glenn,25,1,0,0,2672,7.225,,C
1587,male,0,American,Mr.,Michael Senter,60,2,0,0,113800,26.55,,S
1588,female,0,American,Ms.,Cherry Walton,52,3,0,0,248731,13.5,,S
1589,male,1,American,Mr.,William Wood,44,3,0,0,363592,8.05,,S
1590,female,0,American,Ms.,Wilda Politte,,1,0,0,35852,77.333,,Q
1591,male,0,American,Mr.,Jeffrey Roman,49,3,1,1,17421,1.108.833,C68,C
1592,male,1,American,Mr.,Joseph Cook,42,1,0,0,348121,7.65,F G63,S
1593,male,1,American,Mr.,Robert Chambers,18,1,1,0,PC 17757,227.525,C62 C64,C
1594,male,0,American,Mr.,Steven Hughes,35,3,0,0,PC 17475,262.875,E24,S
1595,male,0,American,Dr.,John Crabtree,18,3,0,1,2691,144.542,,C
1596,female,0,American,Mrs.,Lisa Bushman,25,3,0,0,36864,77.417,,Q
1597,male,0,American,Dr.,Samuel Estrella,26,2,1,0,350025,78.542,,S
1598,female,1,American,Mrs.,Loretta Armijo,39,2,0,0,250655,26,,S
1599,female,1,American,Ms.,Roxanne Carter,45,1,0,0,223596,13.5,,S
1600,female,1,American,Ms.,Gladys McConnell,42,1,0,0,PC 17476,262.875,E24,S
1601,female,1,American,Mrs.,Edith Smith,22,3,0,0,113781,151.55,,S
1602,male,1,American,Mr.,Anthony Schmitt,,1,1,1,2661,152.458,,C
1603,male,0,American,Mr.,Gary Rounds,24,1,0,0,PC 17482,495.042,C90,C
1604,male,1,American,Mr.,Clarence Wilson,,1,0,0,113028,26.55,C124,S
1605,female,0,American,Ms.,Savannah Bailey,48,3,1,0,19996,52,C126,S
1606,female,0,American,Ms.,Pearl Vega,29,2,0,0,7545,94.833,,S
1607,male,0,American,Mr.,Michael Pina,52,3,0,0,250647,13,,S
1608,female,1,American,Mrs.,Barbara Pastor,19,1,0,0,348124,7.65,F G73,S
1609,male,1,American,Mr.,Fernando Moss,38,2,0,0,PC 17757,227.525,C45,C
1610,female,0,American,Ms.,Jessica Demarest,27,3,0,0,34218,10.5,E101,S
1611,male,0,American,Mr.,Frank Tran,,3,0,0,36568,15.5,,Q
1612,female,1,American,Ms.,Dawn Snyder,33,2,0,0,347062,7.775,,S
1613,male,0,American,Mr.,Glen Cooper,6,3,0,1,248727,33,,S
1614,female,0,American,Ms.,Stephanie Storie,17,2,1,0,350048,70.542,,S
1615,male,0,American,Mr.,John Albers,34,2,0,0,12233,13,,S
1616,female,1,American,Mrs.,Sarah Deason,50,1,0,0,250643,13,,S
1617,male,0,American,Mr.,Gerald Murray,27,3,1,0,113806,53.1,E8,S
1618,female,1,American,Ms.,Marion Macdonald,20,2,0,0,315094,86.625,,S
1619,female,1,American,Ms.,Mattie Forward,30,3,3,0,31027,21,,S
1620,male,0,American,Mr.,Ryan Ezell,,2,0,0,36866,77.375,,Q
1621,male,0,American,Mr.,Mathew Fields,25,3,1,0,236853,26,,S
1622,female,1,American,Mrs.,Alicia Hulse,25,1,1,0,STON/O2. 3101271,7.925,,S
1623,female,0,American,Ms.,Ramona Kaufman,29,3,0,0,24160,2.113.375,B5,S
1624,male,0,American,Mr.,Ronald Haworth,11,2,0,0,2699,187.875,,C
1625,male,0,American,Mr.,Larry Lee,,2,0,0,239855,0,,S
1626,female,0,American,Dr.,Mary Barry,23,2,0,0,28425,13,,S
1627,female,0,American,Mrs.,Lisa Sperling,23,3,0,0,233639,13,,S
1628,female,0,American,Mrs.,Marjorie Mortimer,28.5,3,0,0,54636,16.1,,S
1629,female,1,American,Ms.,Renee King,48,1,1,3,W./C. 6608,34.375,,S
1630,female,0,American,Mrs.,Velma Slaugh,35,3,0,0,PC 17755,5.123.292,B101,C
1631,male,0,American,Mr.,David Jones,,3,0,0,349201,78.958,,S
1632,male,1,American,Mr.,Donald West,,1,0,0,349218,78.958,,S
1633,female,0,American,Ms.,Eileen Steele,,1,0,0,16988,30,D45,S
1634,female,1,American,Ms.,Jeanette Kamps,36,1,1,0,19877,78.85,C46,S
1635,female,0,American,Ms.,Margaret Sexton,21,3,2,2,PC 17608,262.375,B57 B59 B63 B66,C
1636,female,1,American,Mrs.,Tessa Bennett,24,3,1,0,376566,16.1,,S
1637,female,0,American,Ms.,Sandra Abbey,31,1,0,0,STON/O 2. 3101288,7.925,,S
1638,female,0,American,Ms.,Erin Casey,70,3,1,1,WE/P 5735,71,B22,S
1639,female,1,American,Mrs.,Lillie Lee,16,2,1,1,C.A. 2673,20.25,,S
1640,male,0,American,Mr.,James Edwards,30,1,0,0,250648,13,,S
1641,male,0,American,Mr.,William Samuel,19,3,1,0,113773,53.1,D30,S
1642,male,1,American,Mr.,Brandon Law,31,2,0,0,335097,7.75,,Q
1643,female,1,American,Ms.,Ramona Rogers,4,3,1,1,29103,23,,S
1644,male,0,American,Mr.,Ronald Surratt,6,3,0,1,392096,12.475,E121,S
1645,male,0,American,Mr.,David Ruiz,33,3,0,0,345780,9.5,,S
1646,male,1,American,Mr.,Gary Jones,23,2,0,0,349204,78.958,,S
1647,male,1,American,Mr.,Alan Wasson,48,2,1,2,220845,65,,S
1648,female,0,American,Ms.,Jettie Mignone,0.67,3,1,1,250649,14.5,,S
1649,male,0,American,Mr.,Charles Hayes,28,2,0,0,350042,77.958,,S
1650,male,0,American,Mr.,Robert Alberts,18,3,0,0,29108,11.5,,S
1651,male,1,American,Mr.,Philip Headley,34,1,0,0,363294,8.05,,S
1652,male,0,American,Mr.,George Olsen,33,3,0,0,110152,86.5,B77,S
1653,female,0,American,Mrs.,Ava Blizzard,,3,0,0,358585,14.5,,S
1654,female,1,American,Dr.,Jillian Mitchell,41,3,0,0,SOTON/O2 3101272,7.125,,S
1655,female,1,American,Ms.,Charlotte Kaster,20,1,0,0,2663,72.292,,C
1656,female,0,American,Mrs.,Marcia Harden,36,3,1,2,113760,120,B96 B98,S
1657,male,1,American,Mr.,Omer Derosa,16,1,0,0,347074,7.775,,S
1658,male,0,American,Mr.,Mark Williams,51,1,1,0,13502,779.583,D11,S
1659,male,0,American,Mr.,Robert Brackman,,3,0,0,112379,39.6,,C
1660,male,0,American,Mr.,Mark Dangelo,30.5,3,0,0,364850,7.75,,Q
1661,male,0,American,Mr.,William French,,3,1,0,371110,24.15,,Q
1662,female,0,American,Mrs.,Stacey Baillie,32,3,0,0,8471,83.625,,S
1663,male,0,American,Mr.,Cleo Lockett,24,3,0,0,345781,9.5,,S
1664,female,0,American,Mrs.,Karen Perez,48,2,0,0,350047,78.542,,S
1665,female,0,American,Ms.,Delores Narvaez,57,3,0,0,S.O./P.P. 3,10.5,E77,S
1666,male,1,American,Mr.,Robert Rose,,2,0,0,2674,7.225,,C
1667,male,0,American,Mr.,Fernando Labrie,54,3,1,3,29105,23,,S
1668,female,0,American,Ms.,Christine Hutchison,18,3,0,0,347078,7.75,,S
1669,female,1,American,Ms.,Alice Quick,,3,0,0,383121,7.75,F38,Q
1670,male,0,American,Mr.,Gary Collier,5,3,0,0,364516,12.475,,S
1671,male,1,American,Mr.,Herbert Richard,,1,0,0,36865,77.375,,Q
1672,male,1,American,Mr.,Kevin Lowe,43,3,0,1,24160,2.113.375,B3,S
1673,male,1,American,Dr.,Abel Robinson,13,1,0,0,2687,72.292,,C
1674,male,0,American,Mr.,James Spruill,17,1,1,0,17474,57,B20,S
1675,male,0,American,Mr.,Charles Ping,29,3,0,0,113501,30,D6,S
1676,male,0,American,Mr.,Robert Scott,,3,1,2,W./C. 6607,23.45,,S
1677,male,0,American,Mr.,Lance Hughes,25,3,0,0,SOTON/O.Q. 3101312,7.05,,S
1678,male,1,American,Mr.,David Fleming,25,3,0,0,374887,7.25,,S
1679,female,0,American,Ms.,Paula Rice,18,3,0,0,3101265,74.958,,S
